,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
45,75.0,65.0,70.0,74.0,74.0,74.0,59.0,54.0,74.0,78.0,78.0,59.0,71.0,61.0,88.0,88.0,80.0,68.0,62.0,63.0,63.0,83.0,60.0,80.0,58.0,74.0,75.0,66.0,73.0,73.0,76.0
46,100.0,67.0,67.0,100.0,100.0,100.0,61.0,64.0,66.0,66.0,100.0,61.0,53.0,53.0,100.0,64.0,66.0,66.0,54.0,52.0,65.0,100.0,55.0,55.0,52.0,52.0,65.0,52.0,52.0,59.0,56.0
47,78.0,63.0,63.0,74.0,74.0,66.0,67.0,59.0,59.0,76.0,76.0,60.0,66.0,66.0,66.0,52.0,80.0,70.0,70.0,47.0,84.0,79.0,51.0,51.0,72.0,72.0,48.0,40.0,72.0,72.0,73.0
48,100.0,70.0,100.0,100.0,100.0,100.0,63.0,100.0,100.0,75.0,83.0,63.0,60.0,82.0,100.0,100.0,70.0,75.0,83.0,52.0,100.0,73.0,100.0,70.0,100.0,79.0,79.0,37.0,71.0,64.0,77.0
49,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
50,49.0,250.0,49.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
51,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
52,100.0,62.0,89.0,250.0,250.0,80.0,73.0,77.0,70.0,80.0,72.0,250.0,75.0,62.0,250.0,250.0,250.0,76.0,54.0,73.0,250.0,250.0,80.0,82.0,56.0,73.0,82.0,71.0,61.0,68.0,71.0
53,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
54,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
55,250.0,250.0,250.0,250.0,250.0,250.0,250.0,85.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,85.0,85.0,250.0,61.0,250.0,250.0,250.0,250.0,56.0,66.0,77.0,77.0,250.0,58.0,67.0,67.0
56,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
57,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
58,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,77.0,77.0,77.0,77.0,250.0,78.0,78.0,78.0,77.0,77.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
59,85.0,81.0,85.0,79.0,81.0,85.0,250.0,250.0,86.0,79.0,250.0,250.0,83.0,250.0,81.0,250.0,86.0,81.0,250.0,250.0,86.0,100.0,85.0,250.0,250.0,250.0,250.0,250.0,250.0,83.0,86.0
60,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
61,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
62,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
63,82.0,73.0,83.0,73.0,73.0,83.0,83.0,70.0,70.0,100.0,100.0,70.0,70.0,65.0,250.0,100.0,100.0,88.0,100.0,87.0,87.0,100.0,100.0,100.0,250.0,100.0,100.0,68.0,250.0,79.0,85.0
64,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
65,69.0,61.0,61.0,76.0,76.0,61.0,61.0,250.0,76.0,76.0,83.0,250.0,250.0,250.0,250.0,80.0,80.0,83.0,83.0,250.0,250.0,250.0,250.0,80.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
66,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
67,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
68,250.0,250.0,250.0,250.0,250.0,250.0,72.0,250.0,250.0,250.0,75.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,78.0,250.0,250.0,83.0,250.0,250.0,250.0,83.0,250.0
69,100.0,100.0,100.0,100.0,100.0,100.0,250.0,250.0,100.0,100.0,250.0,250.0,250.0,250.0,71.0,250.0,250.0,250.0,250.0,87.0,72.0,72.0,250.0,250.0,250.0,87.0,72.0,250.0,250.0,250.0,250.0
70,60.0,63.0,100.0,85.0,57.0,100.0,52.0,100.0,85.0,57.0,57.0,44.0,66.0,66.0,69.0,100.0,100.0,100.0,61.0,250.0,87.0,87.0,54.0,60.0,62.0,62.0,84.0,49.0,49.0,100.0,85.0
71,85.0,85.0,100.0,250.0,250.0,81.0,81.0,85.0,100.0,79.0,79.0,250.0,250.0,250.0,250.0,86.0,86.0,250.0,79.0,60.0,75.0,75.0,59.0,86.0,60.0,60.0,77.0,58.0,58.0,77.0,58.0
72,88.0,78.0,85.0,250.0,90.0,90.0,85.0,250.0,250.0,90.0,90.0,81.0,69.0,69.0,80.0,80.0,100.0,85.0,85.0,74.0,64.0,65.0,73.0,73.0,250.0,60.0,60.0,250.0,250.0,60.0,72.0
73,70.0,66.0,88.0,100.0,89.0,73.0,88.0,61.0,84.0,89.0,73.0,68.0,63.0,61.0,84.0,90.0,59.0,75.0,84.0,59.0,65.0,71.0,50.0,59.0,65.0,65.0,64.0,58.0,67.0,68.0,74.0
74,70.0,83.0,83.0,80.0,250.0,250.0,83.0,78.0,83.0,250.0,83.0,83.0,83.0,72.0,78.0,49.0,250.0,250.0,83.0,81.0,81.0,81.0,80.0,250.0,41.0,42.0,81.0,77.0,41.0,41.0,77.0
75,82.0,53.0,85.0,83.0,59.0,85.0,52.0,52.0,83.0,59.0,64.0,59.0,54.0,54.0,60.0,84.0,85.0,59.0,66.0,58.0,50.0,60.0,84.0,52.0,54.0,100.0,65.0,49.0,57.0,63.0,64.0
76,65.0,65.0,65.0,46.0,46.0,65.0,56.0,51.0,46.0,46.0,46.0,58.0,58.0,56.0,51.0,53.0,53.0,53.0,58.0,62.0,62.0,46.0,53.0,53.0,53.0,62.0,51.0,42.0,49.0,49.0,42.0
77,84.0,69.0,69.0,61.0,81.0,68.0,68.0,74.0,58.0,77.0,76.0,68.0,68.0,62.0,64.0,74.0,75.0,75.0,100.0,73.0,68.0,64.0,63.0,68.0,73.0,73.0,87.0,51.0,68.0,72.0,75.0
78,59.0,55.0,55.0,50.0,50.0,58.0,58.0,60.0,50.0,50.0,57.0,57.0,54.0,57.0,48.0,60.0,60.0,55.0,55.0,45.0,50.0,50.0,53.0,47.0,48.0,58.0,58.0,47.0,47.0,50.0,50.0
79,75.0,73.0,73.0,73.0,73.0,73.0,74.0,67.0,67.0,74.0,63.0,73.0,73.0,73.0,76.0,76.0,68.0,68.0,65.0,77.0,77.0,76.0,76.0,68.0,80.0,77.0,77.0,74.0,80.0,80.0,72.0
80,100.0,77.0,77.0,100.0,100.0,70.0,70.0,100.0,76.0,76.0,77.0,69.0,69.0,71.0,100.0,100.0,73.0,70.0,77.0,55.0,76.0,78.0,57.0,73.0,57.0,78.0,65.0,69.0,69.0,73.0,79.0
81,67.0,67.0,74.0,58.0,58.0,65.0,65.0,51.0,51.0,77.0,77.0,77.0,65.0,61.0,53.0,53.0,59.0,59.0,59.0,44.0,53.0,53.0,53.0,59.0,47.0,50.0,50.0,56.0,56.0,51.0,56.0
82,83.0,52.0,82.0,75.0,85.0,82.0,51.0,83.0,84.0,82.0,85.0,54.0,82.0,51.0,81.0,84.0,84.0,82.0,59.0,49.0,85.0,80.0,52.0,84.0,61.0,61.0,100.0,50.0,55.0,57.0,58.0
83,250.0,74.0,250.0,250.0,250.0,250.0,250.0,67.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,75.0,250.0,250.0,250.0,76.0,76.0,75.0,76.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,77.0
84,250.0,81.0,88.0,250.0,81.0,79.0,76.0,77.0,78.0,81.0,79.0,75.0,74.0,61.0,250.0,250.0,78.0,250.0,250.0,77.0,73.0,100.0,250.0,250.0,56.0,77.0,76.0,64.0,74.0,72.0,250.0
85,100.0,100.0,100.0,250.0,80.0,80.0,84.0,70.0,250.0,250.0,80.0,80.0,71.0,71.0,74.0,70.0,100.0,57.0,57.0,74.0,74.0,100.0,100.0,55.0,61.0,61.0,66.0,56.0,64.0,64.0,70.0
86,72.0,61.0,84.0,86.0,61.0,84.0,67.0,45.0,86.0,100.0,100.0,100.0,100.0,58.0,59.0,85.0,85.0,100.0,100.0,53.0,85.0,85.0,100.0,100.0,67.0,67.0,81.0,44.0,100.0,59.0,100.0
87,72.0,67.0,72.0,53.0,62.0,62.0,61.0,52.0,52.0,71.0,62.0,61.0,63.0,63.0,79.0,71.0,82.0,71.0,62.0,67.0,67.0,55.0,71.0,82.0,58.0,58.0,51.0,45.0,250.0,58.0,250.0
88,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
89,250.0,68.0,250.0,250.0,68.0,250.0,250.0,250.0,250.0,69.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
90,75.0,75.0,250.0,67.0,250.0,250.0,250.0,59.0,250.0,250.0,250.0,250.0,250.0,250.0,73.0,74.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
91,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
92,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
93,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
94,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
95,80.0,250.0,250.0,250.0,250.0,250.0,250.0,83.0,83.0,83.0,250.0,250.0,75.0,250.0,100.0,79.0,79.0,250.0,250.0,250.0,250.0,100.0,250.0,250.0,250.0,250.0,82.0,250.0,73.0,250.0,250.0
96,83.0,61.0,82.0,100.0,87.0,87.0,100.0,67.0,67.0,87.0,87.0,63.0,62.0,62.0,100.0,100.0,64.0,64.0,86.0,60.0,85.0,68.0,100.0,64.0,64.0,64.0,75.0,63.0,69.0,69.0,69.0
97,73.0,73.0,73.0,55.0,55.0,55.0,65.0,59.0,59.0,59.0,55.0,65.0,65.0,65.0,45.0,59.0,59.0,59.0,63.0,58.0,58.0,68.0,68.0,68.0,54.0,58.0,64.0,58.0,59.0,59.0,67.0
98,87.0,72.0,82.0,100.0,100.0,74.0,100.0,62.0,100.0,78.0,74.0,70.0,69.0,73.0,100.0,88.0,83.0,78.0,79.0,68.0,86.0,86.0,66.0,83.0,69.0,80.0,100.0,59.0,71.0,74.0,71.0
99,62.0,62.0,250.0,60.0,60.0,60.0,250.0,60.0,250.0,60.0,250.0,250.0,59.0,59.0,72.0,72.0,250.0,250.0,250.0,71.0,72.0,72.0,72.0,250.0,71.0,71.0,250.0,250.0,68.0,69.0,68.0
100,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
101,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
102,81.0,77.0,83.0,250.0,250.0,83.0,83.0,250.0,250.0,250.0,87.0,60.0,60.0,250.0,250.0,250.0,80.0,250.0,250.0,57.0,57.0,250.0,100.0,100.0,55.0,250.0,83.0,50.0,60.0,250.0,250.0
103,64.0,60.0,72.0,60.0,60.0,62.0,61.0,56.0,59.0,71.0,71.0,59.0,61.0,59.0,68.0,66.0,66.0,60.0,59.0,46.0,68.0,61.0,61.0,60.0,58.0,68.0,68.0,54.0,54.0,62.0,62.0
104,75.0,250.0,75.0,78.0,77.0,77.0,250.0,78.0,78.0,77.0,77.0,250.0,82.0,82.0,79.0,79.0,78.0,77.0,77.0,75.0,250.0,79.0,77.0,77.0,77.0,75.0,78.0,77.0,77.0,250.0,250.0
105,78.0,71.0,78.0,60.0,71.0,65.0,65.0,69.0,60.0,77.0,72.0,70.0,65.0,69.0,75.0,73.0,69.0,70.0,70.0,75.0,100.0,72.0,71.0,66.0,68.0,75.0,100.0,69.0,100.0,71.0,100.0
106,63.0,64.0,64.0,67.0,68.0,64.0,64.0,67.0,67.0,68.0,68.0,68.0,59.0,64.0,79.0,67.0,67.0,67.0,68.0,79.0,79.0,79.0,46.0,46.0,52.0,52.0,52.0,49.0,49.0,52.0,55.0
107,77.0,55.0,76.0,80.0,62.0,76.0,48.0,55.0,56.0,80.0,62.0,55.0,81.0,54.0,100.0,100.0,56.0,83.0,70.0,56.0,79.0,80.0,59.0,75.0,53.0,71.0,59.0,60.0,64.0,65.0,100.0
108,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,57.0,57.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
