,0,1,2,3,4,5,6
206,250.0,250.0,250.0,250.0,250.0,250.0,250.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0,250.0,250.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0,250.0
232,250.0,250.0,250.0,250.0,250.0,250.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0,250.0
237,0.0,250.0,0.0,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0,250.0
239,250.0,250.0,250.0,250.0,250.0,250.0,0.0
240,250.0,250.0,250.0,250.0,250.0,250.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,250.0,250.0,250.0,250.0,250.0,250.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,250.0
250,250.0,250.0,250.0,250.0,250.0,250.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,250.0,0.0,250.0,250.0,250.0,250.0,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0,0.0,250.0
273,0.0,250.0,0.0,0.0,0.0,0.0,250.0
274,250.0,250.0,250.0,250.0,250.0,250.0,250.0
275,250.0,250.0,250.0,250.0,250.0,250.0,250.0
276,250.0,250.0,250.0,250.0,250.0,250.0,250.0
277,250.0,250.0,250.0,250.0,250.0,250.0,250.0
278,250.0,250.0,250.0,250.0,250.0,250.0,250.0
279,250.0,250.0,250.0,250.0,250.0,250.0,0.0
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0,0.0,0.0,250.0
288,250.0,250.0,250.0,250.0,250.0,250.0,250.0
289,250.0,250.0,250.0,250.0,250.0,250.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,0.0,0.0,250.0
293,250.0,250.0,250.0,250.0,250.0,250.0,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0,250.0
295,250.0,250.0,250.0,250.0,250.0,250.0,250.0
296,250.0,250.0,250.0,250.0,250.0,250.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,250.0
301,250.0,250.0,250.0,250.0,250.0,250.0,250.0
302,250.0,250.0,250.0,250.0,250.0,250.0,250.0
303,250.0,250.0,250.0,250.0,0.0,0.0,0.0
304,0.0,0.0,250.0,0.0,250.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0,250.0
307,250.0,250.0,250.0,250.0,250.0,250.0,250.0
308,250.0,250.0,0.0,250.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0,250.0
310,250.0,250.0,250.0,250.0,250.0,250.0,250.0
311,250.0,250.0,45.0,250.0,250.0,250.0,250.0
312,250.0,250.0,250.0,250.0,250.0,250.0,250.0
313,250.0,250.0,250.0,250.0,250.0,250.0,250.0
314,250.0,250.0,250.0,250.0,250.0,250.0,250.0
315,48.0,52.0,39.0,54.0,44.0,47.0,250.0
316,250.0,250.0,250.0,250.0,250.0,250.0,250.0
317,250.0,250.0,250.0,250.0,250.0,250.0,27.0
318,27.0,27.0,0.0,24.0,18.0,18.0,250.0
319,250.0,250.0,0.0,250.0,0.0,0.0,43.0
320,250.0,250.0,250.0,250.0,21.0,250.0,0.0
321,0.0,0.0,0.0,0.0,0.0,0.0,250.0
322,250.0,250.0,250.0,250.0,250.0,250.0,250.0
323,250.0,250.0,250.0,250.0,250.0,250.0,250.0
324,250.0,250.0,250.0,250.0,250.0,250.0,250.0
325,250.0,250.0,250.0,250.0,250.0,250.0,250.0
326,250.0,250.0,250.0,250.0,250.0,250.0,250.0
327,250.0,250.0,250.0,250.0,32.0,250.0,250.0
328,250.0,250.0,250.0,250.0,50.0,50.0,58.0
329,55.0,58.0,250.0,30.0,250.0,50.0,250.0
330,250.0,250.0,250.0,250.0,250.0,250.0,250.0
331,250.0,250.0,250.0,250.0,48.0,250.0,250.0
332,250.0,250.0,250.0,250.0,250.0,250.0,250.0
333,250.0,55.0,250.0,66.0,250.0,66.0,55.0
334,41.0,52.0,17.0,250.0,17.0,250.0,250.0
335,250.0,250.0,250.0,250.0,250.0,250.0,250.0
336,250.0,250.0,250.0,250.0,250.0,250.0,250.0
337,250.0,250.0,250.0,250.0,250.0,250.0,250.0
338,250.0,70.0,250.0,250.0,250.0,48.0,250.0
339,250.0,250.0,250.0,250.0,37.0,250.0,70.0
340,57.0,52.0,250.0,58.0,250.0,44.0,250.0
341,250.0,250.0,250.0,250.0,250.0,250.0,250.0
342,250.0,250.0,250.0,250.0,250.0,250.0,250.0
343,50.0,250.0,250.0,250.0,50.0,50.0,48.0
344,48.0,48.0,46.0,46.0,46.0,46.0,100.0
345,67.0,62.0,23.0,250.0,55.0,56.0,65.0
346,65.0,65.0,63.0,63.0,63.0,63.0,250.0
347,250.0,250.0,250.0,250.0,250.0,250.0,250.0
348,250.0,250.0,250.0,250.0,250.0,250.0,250.0
349,77.0,70.0,250.0,250.0,59.0,67.0,250.0
350,250.0,250.0,250.0,250.0,250.0,250.0,250.0
351,250.0,250.0,250.0,250.0,250.0,250.0,250.0
352,250.0,250.0,250.0,250.0,250.0,250.0,250.0
353,250.0,250.0,250.0,250.0,250.0,250.0,250.0
354,250.0,250.0,250.0,250.0,250.0,250.0,250.0
355,250.0,250.0,250.0,250.0,250.0,250.0,250.0
356,250.0,78.0,250.0,250.0,250.0,62.0,250.0
357,250.0,250.0,250.0,250.0,250.0,250.0,250.0
358,250.0,250.0,250.0,250.0,250.0,250.0,250.0
359,250.0,250.0,250.0,250.0,41.0,59.0,55.0
360,250.0,250.0,250.0,250.0,44.0,250.0,250.0
361,250.0,250.0,250.0,250.0,250.0,250.0,250.0
362,250.0,250.0,250.0,250.0,250.0,250.0,250.0
363,250.0,250.0,250.0,250.0,65.0,72.0,250.0
364,250.0,250.0,250.0,250.0,250.0,250.0,0.0
