,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
32,250.0,78.0,78.0,61.0,60.0,100.0,100.0,71.0,71.0,61.0,250.0,59.0,100.0,250.0,57.0,59.0,57.0,74.0,72.0,56.0,100.0,100.0,56.0,56.0,63.0,63.0,70.0,70.0,68.0,68.0,72.0
33,62.0,76.0,76.0,53.0,70.0,80.0,80.0,57.0,76.0,53.0,53.0,80.0,80.0,46.0,68.0,68.0,60.0,65.0,65.0,88.0,79.0,67.0,78.0,78.0,59.0,62.0,63.0,63.0,61.0,59.0,59.0
34,100.0,67.0,57.0,54.0,61.0,100.0,68.0,71.0,51.0,71.0,71.0,71.0,68.0,60.0,83.0,60.0,60.0,68.0,68.0,55.0,55.0,60.0,60.0,60.0,55.0,55.0,78.0,43.0,43.0,43.0,100.0
35,48.0,48.0,100.0,100.0,48.0,48.0,49.0,81.0,100.0,81.0,70.0,74.0,88.0,58.0,55.0,74.0,74.0,74.0,69.0,69.0,71.0,100.0,84.0,74.0,75.0,78.0,43.0,100.0,82.0,84.0,82.0
36,73.0,80.0,73.0,65.0,68.0,75.0,77.0,53.0,53.0,53.0,51.0,51.0,59.0,100.0,73.0,100.0,100.0,59.0,58.0,58.0,80.0,73.0,73.0,73.0,59.0,58.0,250.0,75.0,100.0,100.0,77.0
37,43.0,43.0,43.0,100.0,49.0,43.0,43.0,78.0,88.0,78.0,80.0,88.0,82.0,70.0,70.0,77.0,79.0,79.0,76.0,70.0,70.0,62.0,70.0,82.0,77.0,69.0,100.0,75.0,100.0,84.0,77.0
38,75.0,100.0,75.0,65.0,77.0,75.0,77.0,78.0,100.0,78.0,100.0,100.0,58.0,58.0,59.0,59.0,59.0,63.0,58.0,63.0,63.0,54.0,70.0,59.0,63.0,63.0,57.0,54.0,70.0,70.0,70.0
39,57.0,57.0,57.0,50.0,57.0,57.0,53.0,75.0,65.0,58.0,58.0,88.0,58.0,58.0,58.0,71.0,85.0,85.0,77.0,57.0,57.0,82.0,77.0,77.0,52.0,52.0,78.0,76.0,76.0,51.0,72.0
40,52.0,60.0,62.0,62.0,65.0,65.0,66.0,81.0,64.0,65.0,62.0,87.0,55.0,81.0,64.0,64.0,72.0,58.0,87.0,55.0,62.0,66.0,79.0,72.0,58.0,61.0,79.0,61.0,61.0,61.0,61.0
41,81.0,81.0,48.0,48.0,81.0,81.0,81.0,59.0,48.0,48.0,54.0,37.0,81.0,81.0,59.0,59.0,79.0,79.0,72.0,72.0,72.0,79.0,79.0,79.0,40.0,79.0,79.0,60.0,250.0,250.0,250.0
42,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,100.0,100.0,250.0,250.0,37.0,37.0,71.0
43,250.0,250.0,36.0,250.0,250.0,58.0,71.0,250.0,36.0,36.0,36.0,250.0,250.0,250.0,250.0,100.0,250.0,59.0,59.0,250.0,250.0,59.0,71.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
44,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
45,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
46,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
47,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,78.0,250.0,72.0,250.0,250.0,72.0,72.0,250.0,250.0,250.0,250.0,250.0,250.0
48,250.0,250.0,250.0,250.0,250.0,250.0,75.0,75.0,250.0,250.0,250.0,250.0,75.0,75.0,250.0,71.0,71.0,73.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
49,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,75.0,75.0,75.0,70.0,70.0,75.0,68.0,70.0,70.0,70.0,70.0,250.0,250.0
50,250.0,250.0,72.0,72.0,72.0,250.0,250.0,250.0,250.0,72.0,72.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,100.0,69.0,100.0,69.0,77.0,69.0,72.0,72.0,73.0,74.0,75.0,73.0,50.0
51,86.0,79.0,66.0,58.0,64.0,69.0,73.0,76.0,79.0,76.0,76.0,78.0,76.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,73.0,73.0
52,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
53,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
54,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,79.0,79.0,71.0,71.0,79.0,100.0,68.0,68.0,59.0,84.0,88.0,88.0,55.0,100.0,77.0,76.0,76.0,61.0,58.0,100.0,78.0,78.0,60.0
55,71.0,78.0,71.0,100.0,78.0,78.0,250.0,100.0,75.0,82.0,250.0,100.0,100.0,75.0,61.0,61.0,63.0,100.0,250.0,100.0,64.0,64.0,70.0,100.0,100.0,100.0,100.0,65.0,86.0,84.0,54.0
56,61.0,75.0,69.0,80.0,78.0,79.0,60.0,79.0,79.0,60.0,60.0,75.0,82.0,82.0,82.0,76.0,76.0,80.0,80.0,80.0,72.0,72.0,58.0,58.0,73.0,73.0,40.0,40.0,57.0,250.0,250.0
57,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
58,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,73.0,73.0
59,72.0,68.0,80.0,74.0,69.0,72.0,69.0,75.0,73.0,55.0,69.0,72.0,82.0,74.0,66.0,63.0,55.0,73.0,79.0,71.0,66.0,79.0,67.0,75.0,100.0,69.0,100.0,69.0,100.0,83.0,83.0
60,69.0,54.0,56.0,100.0,83.0,66.0,66.0,100.0,68.0,68.0,56.0,56.0,65.0,100.0,100.0,85.0,100.0,100.0,100.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
61,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,75.0,100.0,100.0,100.0,100.0,85.0,85.0,100.0
62,100.0,86.0,76.0,100.0,85.0,85.0,76.0,100.0,85.0,77.0,250.0,250.0,71.0,71.0,250.0,73.0,83.0,78.0,87.0,71.0,71.0,66.0,66.0,68.0,68.0,84.0,84.0,54.0,75.0,75.0,62.0
63,68.0,84.0,72.0,75.0,62.0,50.0,72.0,72.0,73.0,100.0,100.0,75.0,41.0,100.0,100.0,69.0,59.0,85.0,66.0,66.0,69.0,61.0,61.0,100.0,100.0,100.0,62.0,66.0,100.0,100.0,100.0
64,65.0,100.0,62.0,85.0,100.0,53.0,68.0,71.0,76.0,80.0,64.0,76.0,64.0,64.0,76.0,76.0,56.0,56.0,79.0,79.0,79.0,64.0,64.0,56.0,56.0,56.0,79.0,79.0,250.0,54.0,56.0
65,56.0,56.0,43.0,54.0,54.0,43.0,43.0,55.0,63.0,100.0,74.0,80.0,77.0,75.0,73.0,72.0,58.0,100.0,75.0,76.0,70.0,71.0,72.0,100.0,82.0,69.0,74.0,63.0,83.0,100.0,100.0
66,77.0,65.0,68.0,83.0,74.0,69.0,68.0,75.0,75.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,59.0,250.0,250.0,250.0,250.0,250.0,250.0,43.0,250.0,250.0,56.0,56.0,64.0,65.0,65.0
67,61.0,44.0,250.0,250.0,73.0,73.0,250.0,250.0,77.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
68,250.0,250.0,250.0,250.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.0,85.0,100.0,100.0,100.0,86.0,86.0,100.0,100.0,100.0,100.0,100.0,89.0,81.0,100.0,100.0,76.0,100.0,76.0,250.0
69,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,77.0,250.0
70,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,70.0,70.0,70.0,72.0,72.0,72.0
71,72.0,72.0,70.0,73.0,75.0,69.0,69.0,68.0,250.0,70.0,70.0,75.0,75.0,250.0,250.0,70.0,70.0,72.0,250.0,69.0,72.0,250.0,250.0,250.0,68.0,250.0,250.0,250.0,250.0,250.0,250.0
72,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
73,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
74,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
75,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,87.0,66.0,79.0,71.0,88.0,79.0
76,79.0,79.0,76.0,86.0,86.0,81.0,67.0,79.0,83.0,89.0,81.0,76.0,78.0,86.0,100.0,83.0,81.0,86.0,79.0,77.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
77,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
78,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,83.0,250.0,77.0,250.0,60.0,77.0,250.0,250.0,250.0,60.0,250.0
79,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,61.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
80,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,76.0,250.0,250.0
81,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,72.0,250.0,75.0,75.0,250.0,250.0,250.0,100.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,60.0,60.0
82,250.0,250.0,250.0,250.0,250.0,60.0,60.0,60.0,100.0,250.0,250.0,100.0,250.0,250.0,100.0,89.0,68.0,75.0,54.0,68.0,75.0,64.0,42.0,63.0,68.0,72.0,72.0,69.0,250.0,73.0,250.0
83,250.0,250.0,71.0,75.0,48.0,250.0,250.0,68.0,66.0,66.0,55.0,42.0,70.0,56.0,66.0,61.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
84,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,78.0,71.0,79.0,100.0,100.0,70.0,70.0,64.0,77.0,75.0,75.0,67.0,69.0,70.0,80.0,70.0,70.0,75.0,75.0,72.0,72.0
85,80.0,70.0,70.0,68.0,72.0,72.0,45.0,68.0,68.0,72.0,100.0,77.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,83.0,73.0,72.0,72.0,61.0,99.0,100.0,76.0,82.0,81.0,61.0,100.0
86,87.0,99.0,99.0,55.0,72.0,100.0,70.0,55.0,72.0,75.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
87,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,64.0,100.0,100.0,100.0,100.0,77.0,83.0,78.0,100.0,100.0,250.0,65.0,73.0,100.0,86.0,80.0,80.0,100.0,250.0,80.0
88,100.0,86.0,76.0,73.0,100.0,100.0,55.0,74.0,100.0,100.0,82.0,100.0,100.0,79.0,100.0,46.0,50.0,77.0,100.0,100.0,100.0,100.0,100.0,62.0,43.0,100.0,100.0,100.0,100.0,41.0,42.0
89,78.0,100.0,43.0,45.0,45.0,47.0,100.0,42.0,45.0,100.0,100.0,100.0,80.0,73.0,92.0,80.0,71.0,100.0,100.0,84.0,80.0,100.0,100.0,79.0,100.0,88.0,85.0,65.0,100.0,100.0,81.0
90,75.0,66.0,100.0,79.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,47.0,100.0,47.0
91,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
92,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
93,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,85.0,75.0,87.0,250.0,82.0
94,87.0,82.0,81.0,71.0,82.0,80.0,100.0,69.0,68.0,250.0,100.0,100.0,250.0,78.0,73.0,73.0,250.0,100.0,76.0,64.0,74.0,59.0,62.0,100.0,74.0,100.0,67.0,100.0,72.0,100.0,100.0
95,100.0,66.0,85.0,85.0,85.0,100.0,69.0,60.0,60.0,100.0,100.0,85.0,69.0,69.0,82.0,82.0,82.0,82.0,60.0,250.0,82.0,82.0,250.0,250.0,100.0,100.0,100.0,70.0,100.0,100.0,70.0
96,80.0,70.0,70.0,81.0,85.0,78.0,65.0,61.0,72.0,100.0,100.0,81.0,85.0,72.0,77.0,84.0,83.0,100.0,76.0,69.0,100.0,84.0,65.0,73.0,70.0,79.0,250.0,250.0,250.0,250.0,250.0
97,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,74.0,73.0,250.0,250.0,250.0,250.0,74.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,85.0,80.0,79.0,76.0,74.0
98,81.0,70.0,70.0,71.0,71.0,79.0,63.0,63.0,70.0,78.0,75.0,78.0,65.0,67.0,78.0,79.0,100.0,78.0,58.0,79.0,58.0,65.0,65.0,70.0,58.0,48.0,58.0,58.0,58.0,57.0,48.0
99,47.0,47.0,47.0,66.0,68.0,46.0,46.0,55.0,47.0,72.0,72.0,57.0,57.0,66.0,72.0,49.0,72.0,71.0,71.0,72.0,72.0,70.0,71.0,68.0,72.0,72.0,70.0,67.0,67.0,67.0,69.0
100,69.0,68.0,69.0,69.0,64.0,64.0,66.0,63.0,63.0,62.0,62.0,64.0,62.0,64.0,64.0,64.0,75.0,74.0,71.0,71.0,100.0,62.0,62.0,62.0,69.0,69.0,78.0,60.0,71.0,72.0,100.0
101,70.0,70.0,77.0,75.0,72.0,72.0,74.0,74.0,70.0,46.0,75.0,74.0,65.0,75.0,75.0,65.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
102,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,67.0,87.0,74.0,100.0,83.0,60.0,250.0,72.0,100.0,100.0,60.0,79.0,71.0,62.0
103,83.0,100.0,100.0,68.0,76.0,100.0,87.0,78.0,68.0,75.0,76.0,100.0,100.0,75.0,100.0,100.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
104,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,76.0,77.0,250.0,250.0,81.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,72.0,69.0
105,250.0,70.0,61.0,74.0,250.0,85.0,250.0,73.0,250.0,250.0,250.0,74.0,65.0,50.0,250.0,50.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
106,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
107,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
108,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
109,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,74.0,81.0,74.0,100.0,81.0,63.0,75.0,100.0,100.0,100.0,86.0,62.0,61.0,63.0,67.0
