,0,1,2,3,4,5,6
118,70.0,70.0,73.0,38.0,73.0,51.0,62.0
119,59.0,64.0,53.0,64.0,58.0,65.0,65.0
120,65.0,39.0,49.0,39.0,39.0,45.0,75.0
121,74.0,250.0,250.0,250.0,250.0,250.0,250.0
122,250.0,250.0,250.0,250.0,250.0,250.0,250.0
123,250.0,250.0,250.0,250.0,54.0,49.0,54.0
124,26.0,54.0,26.0,42.0,39.0,36.0,40.0
125,36.0,36.0,36.0,54.0,64.0,64.0,64.0
126,40.0,64.0,40.0,56.0,250.0,62.0,62.0
127,32.0,62.0,58.0,58.0,250.0,55.0,250.0
128,42.0,55.0,42.0,51.0,250.0,250.0,250.0
129,250.0,250.0,250.0,250.0,250.0,250.0,71.0
130,31.0,250.0,250.0,70.0,250.0,250.0,250.0
131,250.0,250.0,250.0,70.0,50.0,72.0,32.0
132,56.0,32.0,56.0,59.0,61.0,100.0,41.0
133,55.0,34.0,55.0,70.0,33.0,69.0,27.0
134,41.0,41.0,41.0,250.0,250.0,250.0,250.0
135,250.0,250.0,250.0,53.0,53.0,58.0,26.0
136,250.0,26.0,58.0,53.0,59.0,72.0,52.0
137,58.0,41.0,51.0,52.0,50.0,52.0,36.0
138,36.0,36.0,36.0,250.0,250.0,250.0,250.0
139,250.0,250.0,250.0,250.0,250.0,39.0,29.0
140,29.0,29.0,29.0,250.0,33.0,32.0,41.0
141,43.0,27.0,250.0,250.0,250.0,51.0,250.0
142,250.0,250.0,250.0,250.0,250.0,250.0,250.0
143,250.0,76.0,64.0,76.0,51.0,43.0,51.0
144,43.0,250.0,250.0,250.0,44.0,44.0,44.0
145,43.0,250.0,250.0,39.0,34.0,66.0,21.0
146,250.0,250.0,250.0,250.0,250.0,250.0,250.0
147,250.0,250.0,250.0,250.0,250.0,250.0,250.0
148,100.0,77.0,255.0,100.0,79.0,79.0,51.0
149,51.0,51.0,35.0,35.0,29.0,29.0,76.0
150,250.0,76.0,33.0,250.0,33.0,250.0,44.0
151,250.0,53.0,250.0,53.0,25.0,39.0,61.0
152,66.0,69.0,68.0,48.0,42.0,44.0,44.0
153,47.0,52.0,52.0,52.0,59.0,31.0,49.0
154,33.0,61.0,33.0,61.0,47.0,35.0,49.0
155,49.0,62.0,29.0,57.0,42.0,42.0,18.0
156,54.0,250.0,250.0,55.0,54.0,61.0,46.0
157,54.0,46.0,36.0,28.0,38.0,41.0,27.0
158,41.0,0.0,43.0,50.0,58.0,52.0,50.0
159,0.0,29.0,42.0,34.0,34.0,100.0,0.0
160,63.0,53.0,250.0,20.0,40.0,0.0,0.0
161,250.0,250.0,250.0,250.0,250.0,250.0,40.0
162,250.0,0.0,22.0,22.0,0.0,0.0,250.0
163,250.0,250.0,20.0,32.0,22.0,22.0,250.0
164,0.0,0.0,0.0,0.0,0.0,0.0,50.0
165,52.0,52.0,28.0,32.0,21.0,0.0,0.0
166,0.0,23.0,0.0,0.0,0.0,35.0,32.0
167,44.0,28.0,32.0,28.0,47.0,250.0,250.0
168,250.0,16.0,16.0,16.0,16.0,30.0,0.0
169,0.0,0.0,0.0,0.0,0.0,31.0,0.0
170,31.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,250.0,250.0
172,250.0,250.0,250.0,250.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,23.0,0.0,0.0
174,17.0,0.0,0.0,0.0,250.0,0.0,0.0
175,0.0,0.0,0.0,0.0,250.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,250.0,250.0,25.0,18.0
178,26.0,250.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,250.0,250.0,250.0,250.0,250.0
180,250.0,250.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,250.0,0.0,250.0,250.0,250.0
201,250.0,250.0,250.0,250.0,250.0,250.0,250.0
202,250.0,255.0,255.0,255.0,255.0,255.0,255.0
203,255.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0,250.0
215,250.0,250.0,250.0,250.0,250.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0,250.0,250.0,250.0
240,250.0,250.0,250.0,250.0,250.0,250.0,250.0
241,250.0,250.0,250.0,250.0,250.0,250.0,250.0
242,250.0,250.0,250.0,250.0,250.0,250.0,250.0
243,250.0,250.0,250.0,250.0,250.0,250.0,250.0
244,250.0,250.0,0.0,250.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,250.0,250.0,250.0
254,0.0,250.0,250.0,250.0,0.0,0.0,250.0
255,0.0,0.0,0.0,0.0,250.0,250.0,250.0
256,250.0,250.0,250.0,250.0,250.0,250.0,250.0
257,250.0,250.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,0.0,250.0,250.0,250.0,250.0,250.0,250.0
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0,250.0
264,250.0,250.0,0.0,0.0,0.0,250.0,250.0
265,250.0,250.0,250.0,250.0,250.0,250.0,250.0
266,250.0,250.0,250.0,250.0,250.0,250.0,250.0
267,250.0,250.0,250.0,250.0,250.0,250.0,250.0
268,250.0,250.0,250.0,250.0,250.0,40.0,40.0
269,37.0,25.0,25.0,31.0,31.0,250.0,48.0
270,42.0,250.0,250.0,250.0,39.0,250.0,250.0
271,250.0,250.0,250.0,250.0,250.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,250.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0,250.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,250.0,250.0,250.0
293,250.0,250.0,250.0,250.0,0.0,0.0,0.0
294,0.0,0.0,0.0,250.0,250.0,250.0,250.0
295,250.0,250.0,250.0,250.0,250.0,250.0,250.0
296,250.0,250.0,82.0,63.0,250.0,250.0,250.0
297,250.0,250.0,250.0,250.0,250.0,250.0,250.0
298,250.0,68.0,47.0,44.0,30.0,60.0,56.0
299,250.0,250.0,250.0,250.0,250.0,250.0,250.0
300,250.0,250.0,250.0,250.0,250.0,0.0,0.0
301,250.0,250.0,250.0,250.0,250.0,250.0,250.0
302,250.0,250.0,250.0,250.0,250.0,250.0,250.0
303,250.0,250.0,250.0,250.0,250.0,250.0,250.0
304,250.0,250.0,250.0,250.0,250.0,250.0,250.0
305,250.0,250.0,19.0,16.0,250.0,250.0,35.0
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,250.0,250.0,0.0,250.0,0.0,0.0,250.0
308,250.0,250.0,250.0,250.0,250.0,250.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0,250.0
310,250.0,250.0,250.0,250.0,250.0,250.0,250.0
311,250.0,250.0,0.0,250.0,250.0,250.0,49.0
312,43.0,250.0,250.0,56.0,250.0,0.0,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,41.0,0.0,0.0,26.0
315,26.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,250.0,250.0,41.0,0.0,0.0
317,0.0,250.0,250.0,250.0,250.0,250.0,250.0
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,0.0,0.0,0.0,0.0,0.0,0.0,250.0
320,250.0,250.0,250.0,250.0,250.0,250.0,250.0
321,250.0,250.0,250.0,250.0,250.0,250.0,0.0
322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,0.0,0.0,0.0,0.0,0.0,0.0,250.0
327,250.0,250.0,250.0,250.0,250.0,0.0,0.0
328,0.0,0.0,0.0,0.0,0.0,250.0,250.0
329,250.0,250.0,250.0,250.0,250.0,250.0,250.0
330,250.0,250.0,250.0,250.0,250.0,250.0,250.0
331,250.0,250.0,250.0,250.0,250.0,0.0,0.0
332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,0.0,0.0,250.0,250.0,250.0,250.0,250.0
342,250.0,0.0,0.0,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0,0.0,250.0,250.0
347,250.0,250.0,250.0,250.0,250.0,250.0,250.0
348,250.0,250.0,250.0,250.0,0.0,0.0,0.0
349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
