,0,1,2,3,4,5
78,75.0,75.0,72.0,79.0,79.0,75.0
79,67.0,70.0,67.0,67.0,67.0,67.0
80,50.0,50.0,50.0,45.0,45.0,42.0
81,250.0,250.0,250.0,250.0,250.0,250.0
82,100.0,100.0,100.0,59.0,59.0,53.0
83,80.0,48.0,56.0,46.0,41.0,45.0
84,250.0,250.0,250.0,250.0,250.0,250.0
85,72.0,70.0,67.0,70.0,67.0,100.0
86,100.0,78.0,53.0,250.0,59.0,250.0
87,66.0,66.0,80.0,67.0,80.0,78.0
88,76.0,66.0,57.0,60.0,61.0,47.0
89,70.0,70.0,100.0,32.0,66.0,62.0
90,250.0,250.0,250.0,250.0,51.0,51.0
91,86.0,65.0,66.0,71.0,66.0,71.0
92,100.0,100.0,100.0,250.0,100.0,250.0
93,48.0,48.0,250.0,250.0,250.0,250.0
94,48.0,56.0,250.0,250.0,250.0,250.0
95,45.0,45.0,45.0,38.0,38.0,32.0
96,250.0,250.0,74.0,250.0,74.0,250.0
97,50.0,45.0,250.0,250.0,250.0,250.0
98,250.0,250.0,250.0,250.0,250.0,250.0
99,45.0,40.0,45.0,39.0,58.0,43.0
100,250.0,85.0,250.0,250.0,250.0,250.0
101,55.0,250.0,55.0,250.0,250.0,250.0
102,250.0,250.0,250.0,250.0,250.0,250.0
103,62.0,61.0,62.0,66.0,100.0,52.0
104,38.0,40.0,57.0,29.0,36.0,48.0
105,50.0,74.0,250.0,250.0,59.0,250.0
106,49.0,42.0,40.0,41.0,41.0,100.0
107,54.0,54.0,58.0,56.0,56.0,73.0
108,43.0,43.0,43.0,45.0,39.0,41.0
109,60.0,52.0,60.0,53.0,53.0,53.0
110,72.0,52.0,72.0,50.0,65.0,30.0
111,37.0,37.0,37.0,25.0,21.0,21.0
112,42.0,66.0,66.0,50.0,28.0,28.0
113,36.0,32.0,61.0,22.0,61.0,22.0
114,250.0,250.0,250.0,250.0,250.0,250.0
115,100.0,100.0,100.0,84.0,84.0,71.0
116,65.0,63.0,63.0,27.0,50.0,50.0
117,60.0,50.0,68.0,35.0,60.0,0.0
118,0.0,33.0,0.0,0.0,34.0,0.0
119,250.0,24.0,250.0,250.0,250.0,18.0
120,53.0,53.0,48.0,48.0,48.0,48.0
121,250.0,250.0,250.0,42.0,44.0,0.0
122,40.0,40.0,40.0,34.0,34.0,34.0
123,18.0,0.0,31.0,38.0,32.0,0.0
124,41.0,23.0,35.0,19.0,37.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0
126,46.0,0.0,0.0,52.0,26.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0
128,28.0,0.0,0.0,29.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0
130,18.0,18.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0
132,250.0,250.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0
143,250.0,250.0,250.0,250.0,250.0,250.0
144,250.0,250.0,250.0,250.0,250.0,250.0
145,35.0,44.0,36.0,37.0,36.0,26.0
146,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0
153,250.0,250.0,250.0,250.0,250.0,250.0
154,24.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0
164,250.0,250.0,250.0,250.0,250.0,250.0
165,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0
169,250.0,250.0,250.0,250.0,250.0,250.0
170,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0
183,250.0,250.0,250.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0
191,250.0,250.0,250.0,250.0,250.0,250.0
192,0.0,0.0,0.0,0.0,250.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0
198,250.0,250.0,250.0,250.0,250.0,250.0
199,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,27.0,0.0,0.0,19.0,0.0
202,250.0,250.0,250.0,250.0,250.0,250.0
203,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0
221,250.0,250.0,45.0,250.0,45.0,250.0
222,0.0,0.0,0.0,0.0,0.0,0.0
223,250.0,250.0,250.0,57.0,60.0,60.0
224,250.0,250.0,250.0,250.0,250.0,250.0
225,0.0,0.0,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0
227,250.0,250.0,0.0,0.0,0.0,0.0
228,250.0,250.0,250.0,250.0,250.0,250.0
229,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,22.0,32.0,32.0,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,250.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0,0.0,0.0
240,25.0,33.0,25.0,250.0,250.0,250.0
241,250.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0
246,250.0,250.0,250.0,250.0,250.0,250.0
247,250.0,250.0,0.0,0.0,250.0,41.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,250.0,250.0,250.0,250.0,250.0,250.0
250,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,250.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0,0.0,0.0
262,250.0,250.0,250.0,250.0,0.0,250.0
263,0.0,0.0,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,250.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,250.0,0.0
277,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0
279,0.0,0.0,0.0,0.0,0.0,0.0
280,250.0,250.0,0.0,250.0,250.0,250.0
281,0.0,0.0,0.0,0.0,0.0,0.0
282,250.0,250.0,82.0,82.0,82.0,72.0
283,250.0,250.0,250.0,250.0,250.0,250.0
284,0.0,0.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,0.0,0.0
293,250.0,250.0,250.0,250.0,250.0,250.0
294,250.0,250.0,64.0,83.0,73.0,71.0
295,250.0,250.0,250.0,250.0,250.0,250.0
296,48.0,66.0,37.0,38.0,66.0,34.0
297,17.0,0.0,20.0,0.0,0.0,0.0
298,23.0,0.0,23.0,32.0,32.0,0.0
299,0.0,0.0,32.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0,0.0,0.0
302,250.0,250.0,250.0,250.0,250.0,250.0
303,250.0,250.0,250.0,250.0,250.0,250.0
304,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0,0.0,0.0
309,250.0,250.0,250.0,250.0,250.0,250.0
310,250.0,250.0,250.0,250.0,250.0,250.0
311,100.0,69.0,71.0,100.0,100.0,250.0
312,39.0,39.0,37.0,42.0,37.0,46.0
313,52.0,52.0,46.0,62.0,43.0,43.0
314,56.0,56.0,48.0,53.0,48.0,0.0
315,0.0,0.0,41.0,28.0,41.0,0.0
316,250.0,250.0,250.0,40.0,36.0,46.0
317,250.0,250.0,250.0,250.0,250.0,250.0
318,250.0,250.0,250.0,250.0,250.0,250.0
319,250.0,250.0,250.0,250.0,250.0,250.0
320,250.0,56.0,250.0,250.0,48.0,48.0
321,49.0,39.0,33.0,36.0,33.0,28.0
322,250.0,250.0,250.0,250.0,250.0,250.0
323,39.0,35.0,100.0,33.0,35.0,34.0
324,44.0,36.0,44.0,0.0,0.0,0.0
325,42.0,56.0,38.0,42.0,32.0,32.0
326,64.0,65.0,67.0,59.0,59.0,0.0
327,250.0,250.0,250.0,33.0,0.0,0.0
328,250.0,250.0,250.0,250.0,250.0,250.0
329,250.0,250.0,250.0,250.0,250.0,250.0
330,250.0,250.0,250.0,250.0,250.0,250.0
331,250.0,250.0,250.0,250.0,250.0,250.0
332,57.0,82.0,100.0,78.0,100.0,80.0
333,250.0,250.0,250.0,250.0,250.0,250.0
334,68.0,75.0,100.0,69.0,69.0,69.0
335,100.0,100.0,100.0,100.0,34.0,42.0
336,250.0,250.0,250.0,250.0,250.0,250.0
337,61.0,56.0,65.0,51.0,56.0,51.0
338,50.0,43.0,42.0,48.0,42.0,69.0
339,62.0,50.0,56.0,59.0,42.0,42.0
340,71.0,65.0,71.0,67.0,67.0,67.0
341,69.0,80.0,69.0,59.0,69.0,61.0
342,32.0,32.0,32.0,31.0,31.0,31.0
343,250.0,250.0,250.0,250.0,250.0,250.0
344,72.0,72.0,66.0,67.0,67.0,47.0
345,73.0,73.0,75.0,70.0,70.0,70.0
346,250.0,250.0,250.0,250.0,250.0,250.0
347,250.0,250.0,250.0,250.0,250.0,250.0
348,250.0,250.0,250.0,250.0,250.0,250.0
349,76.0,88.0,88.0,62.0,62.0,62.0
350,250.0,250.0,250.0,250.0,250.0,250.0
351,67.0,47.0,47.0,33.0,72.0,72.0
352,68.0,73.0,86.0,85.0,76.0,77.0
353,250.0,250.0,250.0,250.0,250.0,250.0
354,250.0,250.0,250.0,250.0,250.0,250.0
355,74.0,74.0,59.0,65.0,59.0,65.0
356,250.0,250.0,250.0,250.0,250.0,250.0
357,250.0,250.0,250.0,250.0,250.0,250.0
358,100.0,61.0,100.0,100.0,60.0,57.0
359,250.0,250.0,250.0,250.0,250.0,250.0
360,100.0,100.0,100.0,100.0,71.0,74.0
361,72.0,72.0,70.0,69.0,69.0,69.0
362,63.0,75.0,68.0,37.0,69.0,77.0
363,100.0,100.0,100.0,100.0,71.0,74.0
364,72.0,72.0,70.0,69.0,69.0,69.0
365,63.0,75.0,68.0,37.0,69.0,77.0
