,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
59,76.0,65.0,51.0,51.0,45.0,51.0,51.0,51.0,54.0,50.0,55.0,50.0,43.0,57.0,71.0,70.0,50.0,43.0,50.0,68.0,68.0,70.0,49.0,68.0,68.0,73.0
60,80.0,74.0,76.0,50.0,77.0,82.0,77.0,47.0,54.0,71.0,76.0,54.0,51.0,86.0,100.0,71.0,66.0,44.0,44.0,74.0,74.0,69.0,42.0,70.0,74.0,86.0
61,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
62,77.0,70.0,71.0,70.0,72.0,70.0,70.0,65.0,55.0,59.0,59.0,72.0,72.0,72.0,74.0,74.0,67.0,61.0,61.0,72.0,73.0,73.0,44.0,64.0,65.0,64.0
63,68.0,60.0,66.0,60.0,58.0,57.0,57.0,55.0,55.0,66.0,66.0,47.0,62.0,55.0,81.0,81.0,45.0,50.0,47.0,62.0,62.0,59.0,43.0,54.0,53.0,57.0
64,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
65,77.0,77.0,84.0,84.0,64.0,87.0,65.0,250.0,100.0,100.0,86.0,64.0,64.0,250.0,250.0,250.0,64.0,85.0,82.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
66,76.0,235.0,77.0,77.0,77.0,250.0,79.0,250.0,79.0,82.0,250.0,250.0,250.0,59.0,250.0,82.0,82.0,82.0,60.0,250.0,250.0,250.0,61.0,250.0,250.0,250.0
67,77.0,74.0,100.0,68.0,88.0,78.0,68.0,72.0,69.0,100.0,80.0,69.0,65.0,75.0,86.0,80.0,70.0,51.0,62.0,75.0,76.0,77.0,70.0,69.0,76.0,69.0
68,100.0,100.0,100.0,82.0,100.0,100.0,59.0,59.0,82.0,84.0,84.0,59.0,59.0,59.0,66.0,84.0,84.0,84.0,58.0,100.0,100.0,66.0,66.0,100.0,51.0,100.0
69,77.0,77.0,52.0,52.0,72.0,66.0,49.0,64.0,64.0,61.0,67.0,67.0,60.0,74.0,81.0,81.0,74.0,46.0,57.0,80.0,80.0,53.0,47.0,61.0,51.0,62.0
70,80.0,68.0,58.0,58.0,61.0,58.0,58.0,51.0,51.0,57.0,61.0,61.0,53.0,53.0,68.0,53.0,53.0,45.0,57.0,67.0,67.0,48.0,48.0,54.0,39.0,54.0
71,78.0,84.0,68.0,84.0,68.0,68.0,48.0,48.0,65.0,49.0,80.0,80.0,56.0,65.0,69.0,69.0,41.0,41.0,52.0,79.0,44.0,44.0,69.0,79.0,44.0,47.0
72,59.0,64.0,64.0,57.0,70.0,69.0,57.0,62.0,66.0,53.0,70.0,69.0,58.0,58.0,78.0,78.0,53.0,61.0,61.0,70.0,67.0,48.0,45.0,52.0,67.0,52.0
73,100.0,100.0,100.0,100.0,56.0,100.0,100.0,100.0,52.0,50.0,50.0,50.0,100.0,54.0,56.0,55.0,55.0,100.0,100.0,100.0,56.0,59.0,59.0,56.0,56.0,68.0
74,100.0,68.0,64.0,59.0,71.0,75.0,59.0,100.0,65.0,74.0,67.0,62.0,100.0,67.0,69.0,69.0,47.0,67.0,62.0,100.0,82.0,100.0,59.0,100.0,78.0,100.0
75,58.0,100.0,100.0,100.0,46.0,100.0,78.0,78.0,76.0,77.0,79.0,100.0,78.0,78.0,63.0,63.0,67.0,67.0,67.0,77.0,63.0,63.0,63.0,62.0,69.0,69.0
76,79.0,81.0,80.0,78.0,76.0,80.0,78.0,78.0,48.0,67.0,76.0,100.0,48.0,57.0,64.0,70.0,67.0,76.0,44.0,70.0,76.0,76.0,70.0,71.0,74.0,77.0
77,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,100.0
78,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
79,79.0,71.0,65.0,63.0,80.0,76.0,61.0,65.0,60.0,44.0,77.0,56.0,66.0,55.0,75.0,70.0,44.0,59.0,65.0,59.0,66.0,51.0,70.0,62.0,66.0,62.0
80,71.0,56.0,56.0,52.0,73.0,54.0,52.0,66.0,66.0,73.0,68.0,52.0,52.0,66.0,100.0,69.0,69.0,68.0,64.0,70.0,70.0,70.0,75.0,77.0,76.0,72.0
81,100.0,72.0,54.0,72.0,65.0,54.0,59.0,57.0,74.0,80.0,65.0,64.0,68.0,59.0,74.0,100.0,80.0,51.0,66.0,100.0,50.0,49.0,100.0,78.0,45.0,57.0
82,70.0,70.0,43.0,43.0,44.0,44.0,44.0,59.0,63.0,75.0,44.0,44.0,44.0,61.0,65.0,65.0,100.0,34.0,34.0,67.0,65.0,65.0,37.0,100.0,100.0,100.0
83,71.0,83.0,68.0,100.0,68.0,100.0,100.0,67.0,85.0,79.0,63.0,100.0,41.0,100.0,61.0,85.0,100.0,79.0,100.0,62.0,80.0,63.0,86.0,78.0,63.0,81.0
84,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,235.0,250.0,250.0,250.0,250.0,235.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,56.0,55.0,56.0
85,100.0,82.0,76.0,100.0,72.0,82.0,81.0,49.0,47.0,69.0,78.0,82.0,81.0,49.0,63.0,71.0,69.0,78.0,56.0,75.0,71.0,71.0,72.0,67.0,69.0,67.0
86,67.0,250.0,250.0,250.0,250.0,250.0,250.0,65.0,65.0,63.0,250.0,250.0,64.0,65.0,67.0,250.0,250.0,250.0,250.0,43.0,43.0,250.0,250.0,250.0,250.0,250.0
87,79.0,54.0,100.0,51.0,76.0,51.0,51.0,51.0,66.0,100.0,76.0,51.0,51.0,64.0,69.0,69.0,100.0,100.0,44.0,69.0,68.0,68.0,70.0,67.0,32.0,47.0
88,43.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,63.0,63.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
89,79.0,79.0,71.0,71.0,78.0,78.0,86.0,86.0,86.0,78.0,78.0,78.0,86.0,86.0,81.0,81.0,57.0,57.0,57.0,85.0,85.0,59.0,59.0,79.0,70.0,79.0
90,250.0,250.0,250.0,60.0,250.0,100.0,62.0,250.0,250.0,250.0,67.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
91,68.0,68.0,73.0,68.0,69.0,69.0,69.0,62.0,100.0,62.0,62.0,69.0,69.0,62.0,70.0,75.0,100.0,80.0,80.0,76.0,86.0,70.0,80.0,88.0,80.0,80.0
92,100.0,78.0,72.0,58.0,80.0,65.0,76.0,56.0,66.0,66.0,54.0,66.0,65.0,81.0,63.0,67.0,61.0,55.0,59.0,69.0,70.0,70.0,40.0,68.0,68.0,72.0
93,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,235.0,250.0,250.0,250.0,250.0,250.0,250.0,235.0,250.0,250.0,250.0
94,87.0,100.0,100.0,74.0,100.0,100.0,74.0,70.0,70.0,74.0,100.0,79.0,79.0,73.0,100.0,63.0,85.0,85.0,100.0,100.0,71.0,68.0,68.0,69.0,69.0,77.0
95,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
96,68.0,100.0,100.0,41.0,79.0,79.0,41.0,41.0,63.0,69.0,69.0,69.0,48.0,48.0,57.0,100.0,100.0,69.0,48.0,66.0,57.0,57.0,100.0,66.0,60.0,63.0
97,250.0,250.0,85.0,74.0,100.0,100.0,74.0,100.0,100.0,73.0,100.0,100.0,77.0,89.0,100.0,100.0,60.0,100.0,73.0,76.0,100.0,100.0,72.0,100.0,72.0,76.0
98,70.0,70.0,67.0,67.0,67.0,67.0,58.0,58.0,60.0,58.0,58.0,58.0,58.0,59.0,75.0,75.0,75.0,58.0,58.0,36.0,34.0,100.0,78.0,34.0,78.0,34.0
99,80.0,63.0,77.0,55.0,72.0,65.0,54.0,62.0,64.0,52.0,69.0,66.0,63.0,62.0,68.0,63.0,100.0,57.0,64.0,69.0,79.0,65.0,57.0,76.0,50.0,71.0
100,71.0,100.0,44.0,44.0,59.0,44.0,48.0,48.0,58.0,59.0,52.0,52.0,49.0,49.0,43.0,42.0,42.0,51.0,52.0,40.0,40.0,43.0,42.0,40.0,40.0,40.0
101,77.0,77.0,84.0,75.0,80.0,55.0,71.0,71.0,61.0,65.0,65.0,65.0,64.0,100.0,60.0,60.0,60.0,53.0,60.0,63.0,66.0,65.0,34.0,60.0,40.0,70.0
102,73.0,69.0,57.0,60.0,66.0,57.0,58.0,61.0,61.0,62.0,63.0,61.0,63.0,61.0,72.0,72.0,59.0,59.0,61.0,65.0,60.0,60.0,58.0,55.0,100.0,55.0
103,100.0,79.0,78.0,79.0,78.0,78.0,43.0,43.0,69.0,68.0,76.0,76.0,61.0,61.0,59.0,51.0,51.0,37.0,47.0,63.0,63.0,63.0,51.0,63.0,59.0,57.0
104,100.0,56.0,51.0,47.0,85.0,47.0,47.0,50.0,72.0,80.0,83.0,72.0,73.0,71.0,81.0,60.0,80.0,68.0,68.0,76.0,83.0,45.0,60.0,63.0,83.0,63.0
105,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,72.0,250.0,250.0,250.0,72.0,250.0,62.0
106,82.0,100.0,67.0,70.0,100.0,68.0,67.0,68.0,66.0,75.0,71.0,66.0,64.0,100.0,61.0,100.0,61.0,63.0,62.0,100.0,66.0,61.0,60.0,66.0,66.0,59.0
107,100.0,48.0,36.0,48.0,72.0,35.0,35.0,35.0,35.0,60.0,60.0,35.0,35.0,35.0,100.0,60.0,82.0,82.0,100.0,100.0,100.0,56.0,63.0,66.0,77.0,66.0
108,61.0,59.0,54.0,60.0,59.0,58.0,58.0,58.0,66.0,53.0,58.0,63.0,60.0,64.0,55.0,60.0,49.0,68.0,69.0,66.0,66.0,66.0,60.0,51.0,65.0,51.0
109,58.0,58.0,47.0,47.0,65.0,47.0,47.0,61.0,61.0,56.0,65.0,65.0,65.0,61.0,49.0,45.0,45.0,60.0,65.0,67.0,67.0,44.0,41.0,44.0,44.0,46.0
110,100.0,100.0,67.0,59.0,71.0,73.0,68.0,68.0,63.0,62.0,69.0,69.0,61.0,69.0,51.0,49.0,49.0,38.0,54.0,78.0,59.0,59.0,60.0,47.0,48.0,47.0
111,100.0,64.0,49.0,47.0,62.0,62.0,47.0,50.0,50.0,51.0,62.0,68.0,68.0,74.0,65.0,79.0,51.0,51.0,66.0,78.0,62.0,65.0,65.0,78.0,100.0,67.0
112,100.0,63.0,70.0,70.0,68.0,70.0,69.0,69.0,51.0,59.0,59.0,73.0,50.0,66.0,44.0,44.0,59.0,35.0,50.0,55.0,59.0,44.0,44.0,55.0,49.0,48.0
113,89.0,66.0,80.0,73.0,80.0,79.0,74.0,67.0,100.0,67.0,67.0,63.0,65.0,67.0,78.0,52.0,70.0,54.0,100.0,57.0,69.0,65.0,36.0,75.0,55.0,67.0
114,57.0,81.0,81.0,67.0,37.0,37.0,67.0,67.0,67.0,50.0,37.0,100.0,100.0,100.0,48.0,50.0,60.0,60.0,60.0,71.0,46.0,46.0,100.0,46.0,46.0,52.0
115,77.0,70.0,71.0,67.0,64.0,75.0,70.0,63.0,66.0,72.0,55.0,58.0,63.0,63.0,53.0,38.0,67.0,49.0,55.0,80.0,52.0,67.0,60.0,56.0,46.0,59.0
116,49.0,55.0,45.0,55.0,44.0,45.0,48.0,59.0,59.0,47.0,50.0,48.0,48.0,59.0,46.0,47.0,47.0,50.0,47.0,52.0,46.0,46.0,40.0,35.0,36.0,35.0
117,85.0,71.0,59.0,59.0,58.0,69.0,59.0,66.0,60.0,52.0,58.0,69.0,44.0,66.0,35.0,57.0,52.0,41.0,41.0,44.0,44.0,35.0,53.0,29.0,44.0,29.0
118,83.0,80.0,51.0,46.0,73.0,70.0,72.0,46.0,63.0,76.0,43.0,43.0,72.0,56.0,61.0,61.0,36.0,46.0,46.0,51.0,62.0,62.0,61.0,53.0,62.0,61.0
119,78.0,72.0,69.0,70.0,59.0,59.0,55.0,55.0,43.0,48.0,48.0,38.0,38.0,47.0,34.0,34.0,47.0,47.0,62.0,54.0,36.0,36.0,42.0,54.0,36.0,40.0
120,83.0,75.0,63.0,75.0,65.0,63.0,59.0,60.0,60.0,70.0,65.0,61.0,61.0,69.0,53.0,56.0,56.0,42.0,53.0,56.0,45.0,53.0,48.0,56.0,45.0,49.0
121,76.0,76.0,54.0,54.0,53.0,53.0,64.0,64.0,64.0,43.0,43.0,37.0,37.0,37.0,46.0,43.0,43.0,43.0,37.0,36.0,36.0,36.0,38.0,26.0,26.0,26.0
122,73.0,68.0,49.0,68.0,60.0,54.0,56.0,72.0,62.0,47.0,57.0,55.0,60.0,70.0,69.0,34.0,43.0,40.0,62.0,100.0,52.0,37.0,49.0,68.0,30.0,28.0
123,250.0,65.0,65.0,65.0,52.0,52.0,52.0,61.0,61.0,52.0,52.0,52.0,52.0,61.0,30.0,30.0,30.0,48.0,48.0,28.0,28.0,28.0,30.0,25.0,25.0,25.0
124,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,53.0,47.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
125,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,100.0,100.0,250.0,250.0,87.0,87.0,100.0,100.0,250.0,250.0,250.0,87.0,250.0,250.0,250.0,250.0
126,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
127,250.0,78.0,100.0,78.0,250.0,100.0,41.0,41.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,35.0,39.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
128,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
129,75.0,69.0,50.0,64.0,50.0,47.0,59.0,64.0,57.0,44.0,64.0,52.0,59.0,59.0,61.0,25.0,51.0,58.0,52.0,67.0,48.0,30.0,36.0,18.0,18.0,34.0
130,65.0,65.0,42.0,42.0,40.0,42.0,42.0,62.0,62.0,31.0,40.0,40.0,40.0,64.0,31.0,31.0,31.0,40.0,40.0,26.0,26.0,26.0,27.0,100.0,100.0,0.0
